Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID
Walmart,ORD813339,2024-05-27,PO21794,EUR,92.49,9.66,27.57,5.51,676.48,647.43,67.62,B0588936,Used - Like New,7,Credit Card,Pending,In Transit,2025-03-05,Standard,"562 Main St, City 12, USA","627 Elm St, City 85, USA",FedEx - TRK941231,Product-216,Enjoy your gift!,,Emma Smith,SN962468,SP-9908
Amazon.com,ORD168484,2024-06-18,PO62004,INR,331.95,26.56,17.92,97.59,2609.2,3319.5,265.6,B0408531,Used - Acceptable,10,PayPal,Shipped,Returned,2025-03-14,Same-Day,"957 Main St, City 84, USA","559 Elm St, City 54, USA",DHL - TRK424472,Product-492,Happy Birthday!,Charlie,John Doe,SN920719,SP-7796
Amazon.com,ORD265339,2024-11-09,PO56725,INR,299.67,55.55,33.69,57.06,2385.28,2397.36,444.4,B0522518,New,8,Gift Card,Pending,Pending,2025-03-21,Same-Day,"529 Main St, City 46, USA","602 Elm St, City 3, USA",UPS - TRK511084,Product-498,,Bob,Emma Smith,SN429150,SP-2564
Target,ORD362047,2024-12-26,PO82671,GBP,258.03,42.36,37.19,55.21,735.54,774.09,127.08,B0127099,Refurbished,3,PayPal,Pending,Returned,2025-03-22,Same-Day,"635 Main St, City 61, USA","978 Elm St, City 67, USA",DHL - TRK453477,Product-146,Enjoy your gift!,Bob,Emma Smith,SN456839,SP-7235
Amazon.com,ORD690003,2025-02-18,PO75967,INR,222.05,18.88,23.27,25.14,863.16,888.2,75.52,B0993947,New,4,Gift Card,Delivered,In Transit,2025-03-07,Expedited,"582 Main St, City 97, USA","122 Elm St, City 19, USA",Amazon Logistics - TRK316613,Product-16,,,Emma Smith,SN638561,SP-9650
eBay,ORD449564,2024-05-01,PO97124,GBP,273.91,45.35,7.86,32.41,2294.8,2191.28,362.8,B0302108,Refurbished,8,PayPal,Delivered,Delivered,2025-02-23,Standard,"574 Main St, City 90, USA","794 Elm St, City 59, USA",Amazon Logistics - TRK380127,Product-389,,Alice,,SN228914,SP-8856
Target,ORD556944,2024-12-18,PO13605,GBP,36.92,3.14,13.74,8.61,62.9,73.84,6.28,B0629227,Used - Acceptable,2,Credit Card,Delivered,In Transit,2025-02-23,Expedited,"858 Main St, City 64, USA","958 Elm St, City 31, USA",Amazon Logistics - TRK533452,Product-271,,Bob,,SN809130,SP-1630
Best Buy,ORD979872,2024-06-20,PO94496,EUR,53.18,6.52,41.61,11.41,386.32,425.44,52.16,B0684581,Refurbished,8,Credit Card,Pending,Pending,2025-02-22,Two-Day,"150 Main St, City 59, USA","310 Elm St, City 42, USA",DHL - TRK801860,Product-464,Enjoy your gift!,Alice,,SN943115,SP-5561
Best Buy,ORD457164,2025-01-26,PO90527,USD,350.15,63.31,34.19,79.76,2002.2,2100.9,379.86,B0921186,Used - Acceptable,6,Gift Card,Shipped,Delivered,2025-03-02,Two-Day,"426 Main St, City 65, USA","208 Elm St, City 77, USA",USPS - TRK755926,Product-249,Enjoy your gift!,Charlie,,SN424417,SP-9746
Amazon.com,ORD380923,2024-07-09,PO66360,INR,375.42,41.38,48.42,93.73,646.14,750.84,82.76,B0403526,New,2,PayPal,Delivered,Pending,2025-02-21,Two-Day,"404 Main St, City 33, USA","480 Elm St, City 14, USA",USPS - TRK492402,Product-66,Enjoy your gift!,Alice,,SN363696,SP-7047
Amazon.com,ORD509679,2025-03-17,PO92587,GBP,101.67,5.19,12.27,25.19,408.35,508.35,25.95,B0985520,Used - Like New,5,PayPal,Cancelled,Returned,2025-03-22,Expedited,"659 Main St, City 18, USA","969 Elm St, City 78, USA",USPS - TRK717021,Product-220,Enjoy your gift!,Bob,Emma Smith,SN614371,SP-2986
Amazon.com,ORD156616,2024-12-09,PO26840,GBP,34.63,5.74,6.3,5.78,69.18,69.26,11.48,B0453421,New,2,Credit Card,Shipped,In Transit,2025-03-03,Same-Day,"974 Main St, City 6, USA","495 Elm St, City 98, USA",UPS - TRK163062,Product-275,Enjoy your gift!,Charlie,,SN519572,SP-5560
eBay,ORD313349,2025-03-16,PO83448,AUD,106.33,17.04,22.88,24.17,892.8,956.97,153.36,B0607805,Used - Like New,9,Debit Card,Pending,Delivered,2025-03-07,Expedited,"281 Main St, City 65, USA","607 Elm St, City 60, USA",USPS - TRK617493,Product-214,Happy Birthday!,Bob,Emma Smith,SN556011,SP-6060
Walmart,ORD685573,2024-12-14,PO48187,EUR,424.04,34.24,21.95,121.65,336.63,424.04,34.24,B0223916,New,1,PayPal,Shipped,In Transit,2025-03-05,Expedited,"112 Main St, City 44, USA","867 Elm St, City 97, USA",UPS - TRK384593,Product-210,,Bob,John Doe,SN382360,SP-4891
Best Buy,ORD187749,2025-02-12,PO10434,AUD,144.99,27.08,31.84,14.57,630.0,579.96,108.32,B0864222,Used - Like New,4,Debit Card,Delivered,Delivered,2025-03-11,Two-Day,"948 Main St, City 11, USA","280 Elm St, City 28, USA",Amazon Logistics - TRK423571,Product-268,,Charlie,Emma Smith,SN473456,SP-8322
eBay,ORD550339,2024-04-11,PO46677,EUR,467.02,66.09,6.37,8.85,1048.52,934.04,132.18,B0799769,New,2,Credit Card,Shipped,Pending,2025-03-03,Expedited,"230 Main St, City 51, USA","544 Elm St, City 19, USA",FedEx - TRK227412,Product-56,Happy Birthday!,,Emma Smith,SN535301,SP-8600
eBay,ORD912985,2024-06-30,PO48750,EUR,303.05,54.87,46.36,67.4,2905.2,3030.5,548.7,B0544517,New,10,Debit Card,Shipped,In Transit,2025-03-11,Expedited,"490 Main St, City 75, USA","434 Elm St, City 23, USA",DHL - TRK786761,Product-69,,Bob,,SN316372,SP-9844
eBay,ORD559860,2024-09-29,PO86247,USD,373.77,47.94,18.33,59.45,362.26,373.77,47.94,B0574872,New,1,Gift Card,Pending,Returned,2025-02-20,Expedited,"425 Main St, City 11, USA","885 Elm St, City 64, USA",UPS - TRK560622,Product-110,Enjoy your gift!,Bob,,SN468977,SP-6542
Best Buy,ORD113075,2024-09-14,PO61479,EUR,343.49,34.76,39.25,29.12,349.13,343.49,34.76,B0469983,Used - Acceptable,1,Debit Card,Pending,Delivered,2025-03-05,Two-Day,"922 Main St, City 33, USA","150 Elm St, City 72, USA",DHL - TRK254091,Product-52,,Alice,Emma Smith,SN145743,SP-8526
Walmart,ORD327700,2025-03-07,PO58413,EUR,125.01,20.85,25.52,8.25,412.83,375.03,62.55,B0414752,Refurbished,3,PayPal,Pending,Delivered,2025-03-17,Standard,"426 Main St, City 72, USA","156 Elm St, City 22, USA",FedEx - TRK704470,Product-426,Enjoy your gift!,Charlie,,SN196342,SP-9002
Target,ORD515778,2024-07-14,PO69589,INR,354.61,60.45,17.89,50.78,2185.68,2127.66,362.7,B0153222,Used - Acceptable,6,Debit Card,Pending,Pending,2025-03-01,Standard,"336 Main St, City 31, USA","551 Elm St, City 1, USA",UPS - TRK263738,Product-373,Enjoy your gift!,Alice,Emma Smith,SN127486,SP-5264
Amazon.com,ORD177129,2024-10-06,PO30669,GBP,311.46,41.3,22.29,41.14,623.24,622.92,82.6,B0773725,Refurbished,2,PayPal,Pending,Delivered,2025-03-13,Two-Day,"294 Main St, City 20, USA","820 Elm St, City 95, USA",USPS - TRK255246,Product-43,Happy Birthday!,Alice,John Doe,SN689038,SP-8839
Amazon.com,ORD810216,2024-05-10,PO14958,EUR,254.93,50.61,40.5,27.6,1945.58,1784.51,354.27,B0949362,New,7,PayPal,Pending,Returned,2025-03-14,Two-Day,"946 Main St, City 35, USA","975 Elm St, City 100, USA",UPS - TRK237315,Product-13,Enjoy your gift!,Alice,John Doe,SN999381,SP-3393
Best Buy,ORD347587,2024-06-22,PO50339,INR,413.82,79.2,8.36,49.26,2662.56,2482.92,475.2,B0447570,Used - Acceptable,6,PayPal,Cancelled,Delivered,2025-03-14,Same-Day,"164 Main St, City 100, USA","630 Elm St, City 13, USA",DHL - TRK978553,Product-199,Enjoy your gift!,Charlie,John Doe,SN878109,SP-4537
eBay,ORD358338,2024-06-17,PO19174,AUD,468.81,67.34,30.34,52.22,2419.65,2344.05,336.7,B0208503,New,5,PayPal,Shipped,Returned,2025-03-02,Same-Day,"379 Main St, City 67, USA","659 Elm St, City 3, USA",Amazon Logistics - TRK235248,Product-380,Enjoy your gift!,Charlie,Emma Smith,SN500133,SP-3330
Best Buy,ORD467026,2024-08-17,PO32391,GBP,485.8,52.14,26.39,9.61,3698.31,3400.6,364.98,B0831985,Used - Like New,7,Gift Card,Shipped,Pending,2025-02-23,Two-Day,"978 Main St, City 41, USA","358 Elm St, City 9, USA",Amazon Logistics - TRK699132,Product-139,Happy Birthday!,,John Doe,SN512969,SP-9420
Amazon.com,ORD537923,2024-06-27,PO71617,INR,239.39,45.11,35.37,48.02,945.92,957.56,180.44,B0317381,Used - Acceptable,4,Debit Card,Shipped,In Transit,2025-02-25,Same-Day,"225 Main St, City 30, USA","682 Elm St, City 23, USA",UPS - TRK341399,Product-182,Happy Birthday!,Charlie,John Doe,SN988752,SP-8464
eBay,ORD943506,2024-11-03,PO45509,AUD,189.88,22.43,36.72,29.2,1464.88,1519.04,179.44,B0623836,Refurbished,8,Credit Card,Delivered,Pending,2025-03-10,Same-Day,"634 Main St, City 99, USA","142 Elm St, City 70, USA",FedEx - TRK514632,Product-78,,Alice,Emma Smith,SN410943,SP-8267
Best Buy,ORD316246,2024-09-05,PO50487,EUR,430.36,32.57,32.79,114.0,1395.72,1721.44,130.28,B0513756,Used - Acceptable,4,Credit Card,Pending,Returned,2025-02-23,Expedited,"531 Main St, City 34, USA","259 Elm St, City 27, USA",USPS - TRK720552,Product-233,Happy Birthday!,Alice,,SN584814,SP-8113
Best Buy,ORD863466,2024-06-07,PO49163,AUD,215.27,33.98,36.72,48.71,1403.78,1506.89,237.86,B0402912,Used - Like New,7,Debit Card,Delivered,In Transit,2025-03-08,Same-Day,"616 Main St, City 52, USA","151 Elm St, City 77, USA",UPS - TRK162794,Product-144,Happy Birthday!,Alice,,SN826267,SP-6881
Best Buy,ORD932420,2024-11-07,PO22559,AUD,267.25,50.3,41.91,48.78,1612.62,1603.5,301.8,B0868464,Refurbished,6,Gift Card,Pending,Pending,2025-02-25,Expedited,"801 Main St, City 88, USA","284 Elm St, City 67, USA",Amazon Logistics - TRK389074,Product-207,Enjoy your gift!,Alice,Emma Smith,SN148667,SP-4502
Amazon.com,ORD825820,2024-08-27,PO15923,INR,357.46,58.98,44.22,106.42,3100.2,3574.6,589.8,B0495633,New,10,Gift Card,Cancelled,In Transit,2025-03-08,Two-Day,"257 Main St, City 40, USA","250 Elm St, City 64, USA",USPS - TRK848907,Product-269,Happy Birthday!,Charlie,Emma Smith,SN202234,SP-7374
Best Buy,ORD806432,2024-09-18,PO61247,USD,274.39,45.22,45.27,79.43,960.72,1097.56,180.88,B0236865,New,4,Credit Card,Cancelled,Returned,2025-03-21,Standard,"226 Main St, City 46, USA","548 Elm St, City 59, USA",Amazon Logistics - TRK124018,Product-233,Happy Birthday!,Alice,John Doe,SN567411,SP-8265
Walmart,ORD174681,2024-04-08,PO97896,USD,89.59,8.97,24.48,7.62,545.64,537.54,53.82,B0664667,New,6,Gift Card,Pending,In Transit,2025-03-09,Expedited,"503 Main St, City 76, USA","707 Elm St, City 98, USA",DHL - TRK307904,Product-470,Enjoy your gift!,Bob,Emma Smith,SN195343,SP-9162
Amazon.com,ORD188130,2025-01-09,PO48275,GBP,158.2,30.21,18.56,27.43,965.88,949.2,181.26,B0618419,Used - Like New,6,PayPal,Pending,In Transit,2025-03-19,Two-Day,"476 Main St, City 67, USA","142 Elm St, City 25, USA",Amazon Logistics - TRK914320,Product-368,,Alice,,SN398762,SP-5884
eBay,ORD741810,2024-10-01,PO86105,AUD,330.94,45.73,8.88,82.27,1177.6,1323.76,182.92,B0609663,Refurbished,4,Credit Card,Shipped,Delivered,2025-03-02,Standard,"824 Main St, City 70, USA","364 Elm St, City 78, USA",Amazon Logistics - TRK648974,Product-320,Happy Birthday!,Bob,John Doe,SN678277,SP-5268
Best Buy,ORD460728,2024-11-23,PO17853,INR,299.23,39.48,17.45,86.56,504.3,598.46,78.96,B0185375,New,2,Debit Card,Pending,Pending,2025-03-02,Expedited,"684 Main St, City 61, USA","879 Elm St, City 4, USA",UPS - TRK268162,Product-333,Happy Birthday!,Bob,John Doe,SN939263,SP-5998
Target,ORD424045,2024-10-07,PO67896,AUD,135.09,26.54,24.88,17.24,1443.9,1350.9,265.4,B0285840,Used - Like New,10,Credit Card,Shipped,In Transit,2025-02-26,Same-Day,"801 Main St, City 32, USA","465 Elm St, City 3, USA",FedEx - TRK674657,Product-133,Happy Birthday!,,John Doe,SN983687,SP-5292
Target,ORD441205,2024-04-30,PO77588,USD,294.04,25.63,15.98,68.8,1505.22,1764.24,153.78,B0251461,Used - Acceptable,6,Gift Card,Pending,Pending,2025-03-21,Two-Day,"864 Main St, City 18, USA","691 Elm St, City 69, USA",Amazon Logistics - TRK120122,Product-476,Happy Birthday!,,John Doe,SN706562,SP-5188
eBay,ORD111888,2025-02-10,PO57143,INR,86.16,6.79,46.7,14.62,391.65,430.8,33.95,B0148263,Used - Like New,5,Credit Card,Delivered,Returned,2025-02-20,Standard,"130 Main St, City 22, USA","770 Elm St, City 25, USA",DHL - TRK795578,Product-329,Happy Birthday!,,,SN777766,SP-3724
Amazon.com,ORD271618,2024-03-24,PO77579,USD,101.37,7.86,45.11,5.55,311.04,304.11,23.58,B0992718,Used - Like New,3,Gift Card,Pending,Returned,2025-02-26,Same-Day,"835 Main St, City 31, USA","403 Elm St, City 77, USA",UPS - TRK726546,Product-467,,Charlie,Emma Smith,SN997507,SP-4993
Walmart,ORD956825,2024-06-09,PO26510,USD,265.99,30.57,13.36,58.58,2141.82,2393.91,275.13,B0415513,Refurbished,9,Credit Card,Shipped,In Transit,2025-03-13,Expedited,"908 Main St, City 33, USA","497 Elm St, City 42, USA",Amazon Logistics - TRK323673,Product-426,,Alice,,SN759625,SP-2355
eBay,ORD438319,2024-05-11,PO99718,AUD,40.63,4.71,11.57,0.25,90.18,81.26,9.42,B0619271,New,2,PayPal,Cancelled,In Transit,2025-03-17,Two-Day,"374 Main St, City 40, USA","307 Elm St, City 71, USA",Amazon Logistics - TRK187089,Product-335,,Alice,Emma Smith,SN687269,SP-8406
Amazon.com,ORD686236,2024-06-07,PO77539,AUD,168.98,12.0,21.9,10.2,512.34,506.94,36.0,B0101603,Used - Acceptable,3,Debit Card,Shipped,In Transit,2025-03-13,Expedited,"795 Main St, City 6, USA","548 Elm St, City 89, USA",FedEx - TRK127256,Product-448,,,,SN416898,SP-3248
Best Buy,ORD104146,2025-01-17,PO91651,USD,48.16,8.58,12.61,9.0,190.96,192.64,34.32,B0479920,Refurbished,4,Gift Card,Shipped,Delivered,2025-02-28,Same-Day,"523 Main St, City 66, USA","529 Elm St, City 82, USA",DHL - TRK188393,Product-468,Enjoy your gift!,Charlie,,SN391037,SP-9255
Best Buy,ORD847524,2024-10-20,PO13889,EUR,17.24,2.61,21.97,1.82,108.18,103.44,15.66,B0160515,Used - Like New,6,Gift Card,Delivered,Returned,2025-03-16,Standard,"848 Main St, City 69, USA","523 Elm St, City 73, USA",UPS - TRK151546,Product-360,Enjoy your gift!,Charlie,Emma Smith,SN676817,SP-1425
Best Buy,ORD721290,2024-06-23,PO94626,USD,85.19,9.17,10.75,12.47,655.12,681.52,73.36,B0147366,Used - Acceptable,8,Credit Card,Pending,Pending,2025-03-15,Two-Day,"453 Main St, City 81, USA","671 Elm St, City 40, USA",USPS - TRK102160,Product-450,Happy Birthday!,Charlie,John Doe,SN367945,SP-5419
Walmart,ORD240652,2024-06-15,PO76796,INR,385.84,61.82,34.05,24.67,3383.92,3086.72,494.56,B0831108,Used - Acceptable,8,Credit Card,Delivered,In Transit,2025-03-10,Two-Day,"145 Main St, City 68, USA","868 Elm St, City 99, USA",UPS - TRK491234,Product-340,Happy Birthday!,Bob,John Doe,SN407703,SP-8586
Best Buy,ORD512186,2024-09-15,PO57930,INR,148.36,18.1,48.62,17.44,894.12,890.16,108.6,B0370230,Used - Like New,6,Debit Card,Shipped,Returned,2025-02-27,Same-Day,"333 Main St, City 24, USA","518 Elm St, City 97, USA",USPS - TRK642395,Product-190,Enjoy your gift!,,,SN766910,SP-9234
Walmart,ORD605775,2024-07-27,PO23964,AUD,188.14,24.75,49.82,18.99,1163.4,1128.84,148.5,B0102312,Used - Like New,6,Credit Card,Cancelled,Pending,2025-03-19,Two-Day,"302 Main St, City 40, USA","922 Elm St, City 79, USA",USPS - TRK557261,Product-150,Enjoy your gift!,Bob,,SN217456,SP-9074
Target,ORD405334,2024-10-11,PO11929,GBP,387.04,50.52,18.63,70.67,2201.34,2322.24,303.12,B0782277,New,6,Gift Card,Cancelled,Delivered,2025-03-17,Standard,"148 Main St, City 79, USA","222 Elm St, City 6, USA",UPS - TRK249914,Product-250,,,,SN825494,SP-2557
Walmart,ORD547176,2024-12-21,PO30452,INR,178.23,25.75,40.4,19.79,736.76,712.92,103.0,B0576304,Used - Like New,4,PayPal,Cancelled,Delivered,2025-02-21,Same-Day,"652 Main St, City 51, USA","441 Elm St, City 37, USA",USPS - TRK112814,Product-229,Happy Birthday!,Charlie,John Doe,SN302224,SP-8828
Amazon.com,ORD578975,2024-04-28,PO79541,GBP,430.63,75.01,47.52,12.63,2958.06,2583.78,450.06,B0424486,Refurbished,6,Debit Card,Delivered,Pending,2025-02-28,Same-Day,"505 Main St, City 10, USA","755 Elm St, City 61, USA",DHL - TRK979090,Product-254,Happy Birthday!,Alice,Emma Smith,SN484530,SP-8920
Amazon.com,ORD160104,2024-10-24,PO24232,USD,48.15,8.05,45.51,2.01,270.95,240.75,40.25,B0516877,Refurbished,5,PayPal,Pending,Returned,2025-03-15,Same-Day,"609 Main St, City 35, USA","964 Elm St, City 25, USA",Amazon Logistics - TRK523245,Product-189,Happy Birthday!,,,SN902409,SP-4197
Target,ORD783752,2024-11-05,PO66177,GBP,141.82,17.45,19.52,30.54,514.92,567.28,69.8,B0776604,Used - Acceptable,4,PayPal,Cancelled,Delivered,2025-02-22,Two-Day,"567 Main St, City 20, USA","350 Elm St, City 9, USA",USPS - TRK368077,Product-457,Happy Birthday!,Charlie,Emma Smith,SN228412,SP-7729
Target,ORD557102,2024-04-25,PO71559,INR,474.13,27.41,24.83,120.98,3044.48,3793.04,219.28,B0297910,Used - Acceptable,8,Gift Card,Delivered,Pending,2025-03-13,Same-Day,"645 Main St, City 8, USA","576 Elm St, City 45, USA",UPS - TRK676719,Product-4,,Alice,John Doe,SN873958,SP-7403
Amazon.com,ORD430874,2024-08-24,PO12057,AUD,6.16,0.83,31.17,0.33,19.98,18.48,2.49,B0356643,Used - Acceptable,3,Credit Card,Pending,Delivered,2025-02-25,Two-Day,"344 Main St, City 69, USA","240 Elm St, City 60, USA",DHL - TRK315421,Product-467,,Charlie,Emma Smith,SN135948,SP-9473
Best Buy,ORD599977,2025-02-24,PO56236,GBP,11.96,1.05,31.3,1.22,23.58,23.92,2.1,B0815992,Used - Like New,2,Debit Card,Cancelled,Pending,2025-03-03,Expedited,"342 Main St, City 6, USA","199 Elm St, City 62, USA",USPS - TRK409471,Product-119,Enjoy your gift!,Bob,John Doe,SN445124,SP-6681
Target,ORD878735,2024-09-30,PO77334,AUD,57.65,11.41,35.38,4.07,454.93,403.55,79.87,B0646152,Refurbished,7,PayPal,Delivered,Pending,2025-02-20,Expedited,"851 Main St, City 79, USA","966 Elm St, City 65, USA",Amazon Logistics - TRK245347,Product-378,Enjoy your gift!,,,SN341517,SP-2376
Best Buy,ORD745635,2024-10-17,PO87914,AUD,259.82,36.77,13.99,26.97,1078.48,1039.28,147.08,B0649275,Used - Like New,4,Debit Card,Shipped,In Transit,2025-03-16,Two-Day,"504 Main St, City 83, USA","823 Elm St, City 28, USA",USPS - TRK440628,Product-96,Enjoy your gift!,Alice,John Doe,SN961822,SP-9430
Amazon.com,ORD547881,2025-01-08,PO92350,INR,124.73,24.3,21.55,22.57,252.92,249.46,48.6,B0890038,Used - Like New,2,Credit Card,Pending,Pending,2025-03-18,Two-Day,"873 Main St, City 47, USA","140 Elm St, City 55, USA",Amazon Logistics - TRK839940,Product-151,,Charlie,John Doe,SN455890,SP-8323
eBay,ORD479344,2025-01-11,PO68096,AUD,377.8,55.61,44.39,31.52,3617.01,3400.2,500.49,B0961971,Used - Acceptable,9,Credit Card,Pending,In Transit,2025-03-10,Same-Day,"384 Main St, City 9, USA","376 Elm St, City 42, USA",FedEx - TRK399363,Product-65,,Alice,John Doe,SN715693,SP-7557
Target,ORD840897,2025-01-07,PO78758,USD,240.85,29.19,6.87,53.0,1953.36,2167.65,262.71,B0220944,Refurbished,9,PayPal,Pending,Returned,2025-02-26,Same-Day,"605 Main St, City 3, USA","268 Elm St, City 51, USA",UPS - TRK783674,Product-151,Enjoy your gift!,,Emma Smith,SN869640,SP-4486
Best Buy,ORD632332,2025-02-08,PO73823,INR,147.58,27.84,38.5,15.07,641.4,590.32,111.36,B0773552,Refurbished,4,PayPal,Pending,In Transit,2025-03-18,Expedited,"483 Main St, City 71, USA","827 Elm St, City 3, USA",USPS - TRK434800,Product-63,Enjoy your gift!,Alice,Emma Smith,SN650210,SP-7170
Amazon.com,ORD862530,2025-02-22,PO51702,EUR,443.86,48.36,29.23,98.87,393.35,443.86,48.36,B0203627,Used - Acceptable,1,Credit Card,Delivered,Returned,2025-02-27,Same-Day,"938 Main St, City 18, USA","634 Elm St, City 51, USA",DHL - TRK251345,Product-192,,Alice,John Doe,SN805072,SP-6434
eBay,ORD704000,2024-12-23,PO37402,INR,443.43,76.33,24.41,7.96,4606.2,3990.87,686.97,B0427176,Refurbished,9,PayPal,Cancelled,Pending,2025-03-21,Two-Day,"478 Main St, City 16, USA","132 Elm St, City 48, USA",FedEx - TRK193823,Product-347,,Bob,Emma Smith,SN343267,SP-1672
Walmart,ORD559321,2024-12-13,PO21836,EUR,138.4,19.24,41.51,24.6,399.12,415.2,57.72,B0923167,Refurbished,3,Debit Card,Delivered,Pending,2025-03-17,Expedited,"425 Main St, City 15, USA","470 Elm St, City 7, USA",Amazon Logistics - TRK746936,Product-66,Enjoy your gift!,Bob,,SN148003,SP-2421
Amazon.com,ORD927052,2025-02-14,PO48991,GBP,416.44,46.97,26.32,66.44,396.97,416.44,46.97,B0458560,Used - Like New,1,Gift Card,Shipped,In Transit,2025-03-11,Same-Day,"605 Main St, City 50, USA","115 Elm St, City 86, USA",USPS - TRK981249,Product-348,Enjoy your gift!,Bob,Emma Smith,SN708320,SP-7868
Walmart,ORD169662,2024-08-18,PO26134,USD,224.05,39.7,45.63,8.95,2548.0,2240.5,397.0,B0460276,Refurbished,10,Credit Card,Pending,Returned,2025-03-04,Same-Day,"596 Main St, City 39, USA","226 Elm St, City 94, USA",UPS - TRK861686,Product-270,Enjoy your gift!,Charlie,John Doe,SN938174,SP-5549
Walmart,ORD485231,2024-05-02,PO81995,AUD,8.56,1.0,19.27,1.07,59.43,59.92,7.0,B0249494,Used - Acceptable,7,PayPal,Delivered,Pending,2025-03-20,Same-Day,"651 Main St, City 1, USA","815 Elm St, City 19, USA",DHL - TRK987137,Product-480,Happy Birthday!,Charlie,John Doe,SN471961,SP-4952
Amazon.com,ORD213192,2024-04-30,PO27416,AUD,247.98,36.59,33.32,32.31,1513.56,1487.88,219.54,B0799238,Used - Acceptable,6,PayPal,Shipped,Delivered,2025-03-15,Expedited,"245 Main St, City 27, USA","211 Elm St, City 66, USA",UPS - TRK276574,Product-242,,Charlie,Emma Smith,SN889944,SP-1044
eBay,ORD632376,2024-04-29,PO87135,INR,187.18,27.8,34.27,37.38,1065.6,1123.08,166.8,B0530471,Used - Acceptable,6,PayPal,Shipped,Returned,2025-03-04,Two-Day,"762 Main St, City 80, USA","761 Elm St, City 90, USA",UPS - TRK304111,Product-22,Enjoy your gift!,Charlie,,SN229247,SP-5808
Best Buy,ORD218795,2024-12-25,PO10736,AUD,169.68,33.48,5.59,44.34,952.92,1018.08,200.88,B0930231,Used - Like New,6,Debit Card,Pending,In Transit,2025-03-12,Expedited,"783 Main St, City 92, USA","928 Elm St, City 43, USA",USPS - TRK994378,Product-373,,Charlie,John Doe,SN254957,SP-1801
Best Buy,ORD287194,2024-08-27,PO32395,EUR,277.75,45.45,17.93,47.74,826.38,833.25,136.35,B0556997,Used - Acceptable,3,Credit Card,Pending,Pending,2025-03-08,Standard,"510 Main St, City 50, USA","841 Elm St, City 54, USA",DHL - TRK161135,Product-384,,Bob,,SN516930,SP-5984
Target,ORD744762,2025-03-07,PO66130,INR,232.56,29.88,9.84,32.25,1611.33,1627.92,209.16,B0902807,Used - Like New,7,Debit Card,Pending,Returned,2025-03-08,Two-Day,"481 Main St, City 90, USA","406 Elm St, City 34, USA",DHL - TRK770887,Product-491,Happy Birthday!,Bob,John Doe,SN754548,SP-3425
Walmart,ORD678027,2024-11-06,PO77999,USD,106.6,13.35,29.34,27.43,185.04,213.2,26.7,B0379572,Used - Like New,2,PayPal,Cancelled,Pending,2025-03-07,Expedited,"416 Main St, City 34, USA","945 Elm St, City 60, USA",UPS - TRK276159,Product-263,Enjoy your gift!,Alice,John Doe,SN212093,SP-6978
eBay,ORD141805,2024-04-12,PO47781,AUD,424.75,37.97,13.4,47.12,415.6,424.75,37.97,B0272508,New,1,Debit Card,Cancelled,In Transit,2025-03-12,Same-Day,"139 Main St, City 43, USA","879 Elm St, City 98, USA",DHL - TRK753428,Product-9,Happy Birthday!,,Emma Smith,SN936353,SP-5457
Walmart,ORD629946,2024-04-13,PO99002,USD,188.03,10.91,27.33,51.3,1181.12,1504.24,87.28,B0569670,Refurbished,8,PayPal,Cancelled,In Transit,2025-02-26,Standard,"887 Main St, City 45, USA","464 Elm St, City 76, USA",UPS - TRK223437,Product-424,,Charlie,John Doe,SN872588,SP-5700
Best Buy,ORD118561,2024-12-26,PO62074,GBP,283.39,49.27,46.43,47.84,2563.38,2550.51,443.43,B0286898,New,9,Debit Card,Delivered,Delivered,2025-03-09,Two-Day,"128 Main St, City 50, USA","714 Elm St, City 31, USA",DHL - TRK972726,Product-124,Enjoy your gift!,Bob,,SN941003,SP-3396
eBay,ORD843953,2024-07-07,PO72345,USD,437.12,55.34,22.22,100.67,1175.37,1311.36,166.02,B0883093,Refurbished,3,Debit Card,Cancelled,Delivered,2025-02-27,Expedited,"337 Main St, City 72, USA","500 Elm St, City 21, USA",UPS - TRK598705,Product-487,Enjoy your gift!,,Emma Smith,SN228782,SP-2591
Amazon.com,ORD657844,2024-03-23,PO87938,INR,50.32,4.56,27.05,10.0,403.92,452.88,41.04,B0759700,Used - Like New,9,Gift Card,Shipped,Delivered,2025-03-14,Standard,"546 Main St, City 100, USA","666 Elm St, City 29, USA",DHL - TRK931264,Product-351,Happy Birthday!,Charlie,John Doe,SN610056,SP-7630
eBay,ORD124054,2025-01-31,PO53395,INR,322.7,63.95,32.21,77.14,309.51,322.7,63.95,B0190347,Used - Like New,1,PayPal,Delivered,Returned,2025-02-25,Same-Day,"670 Main St, City 73, USA","701 Elm St, City 40, USA",FedEx - TRK949595,Product-23,Enjoy your gift!,,,SN861991,SP-8928
