Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Best Buy,ORD476212,21-07-2025,PO14548,USD,552.51,99.1,36.06,173.23,2724.48,2762.55,403.47,B05132910,New,5,Credit Card,Processing,Delivered,01-03-2025,Standard,"26 Main St, City 80, USA","574 Elm St, City 81, USA",UPS - TRK364935,Product-591,Happy Birthday!,,,SN360568
Amazon,ORD920023,10-10-2025,PO33021,EUR,607.9,89.65,35.77,1022.43,4574.09,5471.1,563.18,B07268294,New,9,PayPal,Processing,In Transit,27-11-2025,Expedited,"630 Main St, City 26, USA","824 Elm St, City 27, USA",FedEx - TRK633318,Product-594,Enjoy your gift!,,Emma Smith,SN137506
Best Buy,ORD729197,07-09-2025,PO19305,GBP,908.29,155.57,22.37,402.03,17033.42,17257.51,1473.12,B07095538,Used - Good,19,Debit Card,Shipped,Delivered,01-01-2025,Standard,"635 Main St, City 94, USA","173 Elm St, City 23, USA",DHL - TRK723578,Product-154,Best Wishes!,David,Emma Smith,SN943789
eBay,ORD699611,28-05-2025,PO92033,EUR,59.69,6.04,19.41,30.33,532.33,537.21,83.1,B07831664,New,9,Credit Card,Pending,Delivered,10-02-2025,Expedited,"184 Main St, City 84, USA","966 Elm St, City 13, USA",DHL - TRK408799,Product-696,Happy Birthday!,Alice,Emma Smith,SN758742
Amazon,ORD393301,17-06-2025,PO62199,EUR,737.19,79.62,39.62,386.39,6367.56,6634.71,1008.29,B06754609,Used - Acceptable,9,PayPal,Processing,Delivered,15-02-2025,Same-Day,"329 Main St, City 17, USA","735 Elm St, City 17, USA",DHL - TRK742330,Product-272,Best Wishes!,Alice,Emma Smith,SN487474
eBay,ORD926324,15-05-2025,PO36317,USD,861.06,61.11,7.21,83.15,7734.71,7749.54,1168.27,B07844670,Used - Good,9,PayPal,Pending,Delivered,26-10-2025,Same-Day,"262 Main St, City 14, USA","126 Elm St, City 85, USA",DHL - TRK168475,Product-535,Enjoy your gift!,Alice,Emma Smith,SN888990
Amazon,ORD726397,12-06-2025,PO26086,USD,479.06,68.35,14.04,525.42,8180.05,8623.08,1279.66,B09247742,Used - Acceptable,18,Debit Card,Pending,In Transit,04-01-2025,Standard,"542 Main St, City 96, USA","554 Elm St, City 22, USA",UPS - TRK251778,Product-161,Congratulations!,Charlie,Michael Brown,SN521158
Best Buy,ORD281882,01-11-2025,PO71634,GBP,949.49,153.44,38.55,2027.71,9558.16,11393.88,1001.85,B01611904,Used - Good,12,PayPal,Pending,Delivered,18-10-2025,Standard,"620 Main St, City 100, USA","89 Elm St, City 43, USA",UPS - TRK872880,Product-291,Best Wishes!,,,SN391765
Amazon,ORD764453,14-08-2025,PO74326,EUR,752.83,97.27,44.97,248.83,1399.07,1505.66,109.68,B05639318,Used - Acceptable,2,PayPal,Processing,In Transit,06-05-2025,Expedited,"335 Main St, City 8, USA","446 Elm St, City 28, USA",FedEx - TRK812731,Product-731,Best Wishes!,Charlie,John Doe,SN219201
Best Buy,ORD991408,04-07-2025,PO27125,USD,648.26,123.92,6.31,1471.6,7086.01,8427.38,467.08,B08335298,Used - Good,13,Credit Card,Shipped,In Transit,11-10-2025,Same-Day,"312 Main St, City 13, USA","863 Elm St, City 55, USA",UPS - TRK686056,Product-249,Best Wishes!,,Michael Brown,SN195551
Amazon,ORD524834,23-09-2025,PO97651,GBP,459.41,40.97,14.29,8.0,8316.64,8269.38,1376.9,B09400046,Used - Good,18,PayPal,Shipped,Delivered,15-04-2025,Expedited,"526 Main St, City 92, USA","300 Elm St, City 70, USA",FedEx - TRK587999,Product-737,,David,John Doe,SN797487
eBay,ORD231341,18-07-2025,PO86726,USD,219.81,17.94,32.48,161.26,3186.31,3297.15,523.66,B05307022,Used - Acceptable,15,Debit Card,Shipped,Pending,19-05-2025,Standard,"83 Main St, City 25, USA","116 Elm St, City 45, USA",UPS - TRK388476,Product-317,Happy Birthday!,Bob,Emma Smith,SN855796
Best Buy,ORD850082,03-03-2025,PO21260,USD,213.47,37.95,47.96,18.94,280.44,213.47,16.06,B08056294,Used - Acceptable,1,Credit Card,Shipped,Pending,12-03-2025,Expedited,"86 Main St, City 93, USA","890 Elm St, City 31, USA",DHL - TRK243743,Product-921,Congratulations!,David,John Doe,SN474030
Amazon,ORD529477,11-07-2025,PO16475,USD,891.06,50.87,10.2,1210.19,13107.84,14256.96,1889.74,B05887842,New,16,PayPal,Processing,In Transit,02-02-2025,Standard,"280 Main St, City 34, USA","889 Elm St, City 17, USA",FedEx - TRK762948,Product-702,Enjoy your gift!,Alice,Michael Brown,SN485790
eBay,ORD447910,05-03-2025,PO77086,GBP,269.84,53.19,27.73,468.27,3120.57,3507.92,314.37,B08468722,New,13,PayPal,Shipped,Pending,28-08-2025,Standard,"884 Main St, City 10, USA","647 Elm St, City 25, USA",UPS - TRK648733,Product-435,,Charlie,Michael Brown,SN277807
Amazon,ORD284106,15-06-2025,PO40432,GBP,710.9,92.17,30.96,371.07,1884.76,2132.7,108.77,B03324306,Used - Good,3,Credit Card,Shipped,Delivered,05-06-2025,Standard,"330 Main St, City 70, USA","842 Elm St, City 45, USA",DHL - TRK618921,Product-516,Best Wishes!,Alice,Emma Smith,SN858863
Best Buy,ORD160102,10-08-2025,PO55414,USD,514.74,78.63,43.22,1131.55,8770.36,9780.06,984.42,B01892987,New,19,Credit Card,Shipped,Delivered,08-12-2025,Standard,"119 Main St, City 27, USA","579 Elm St, City 49, USA",DHL - TRK893142,Product-460,,David,,SN673810
eBay,ORD918511,28-01-2025,PO29788,EUR,674.46,132.23,44.66,2510.41,11155.68,13489.2,2106.3,B09673816,New,20,Credit Card,Shipped,Pending,23-09-2025,Same-Day,"46 Main St, City 8, USA","72 Elm St, City 2, USA",DHL - TRK367920,Product-808,Best Wishes!,Alice,John Doe,SN665884
Best Buy,ORD213755,12-06-2025,PO73976,EUR,227.66,32.96,48.45,49.08,487.65,455.32,78.88,B02926135,New,2,PayPal,Processing,In Transit,19-03-2025,Expedited,"346 Main St, City 23, USA","363 Elm St, City 5, USA",UPS - TRK346931,Product-822,,Charlie,,SN136289
Amazon,ORD600662,22-11-2025,PO34128,USD,82.81,6.63,45.76,9.21,125.99,82.81,9.06,B09066214,New,1,Debit Card,Pending,Delivered,09-01-2025,Standard,"464 Main St, City 15, USA","407 Elm St, City 7, USA",FedEx - TRK493224,Product-483,Enjoy your gift!,David,John Doe,SN940228
Best Buy,ORD571852,02-11-2025,PO76785,GBP,178.16,11.59,42.59,156.84,1322.62,1425.28,118.39,B08883118,Used - Good,8,PayPal,Pending,Pending,19-02-2025,Same-Day,"705 Main St, City 25, USA","41 Elm St, City 37, USA",FedEx - TRK235169,Product-580,Congratulations!,,John Doe,SN225155
Best Buy,ORD925408,27-11-2025,PO81359,USD,812.99,45.51,22.81,1735.43,8088.77,9755.88,1367.5,B09054849,Used - Acceptable,12,PayPal,Shipped,Pending,25-04-2025,Expedited,"415 Main St, City 98, USA","643 Elm St, City 77, USA",DHL - TRK567098,Product-948,Best Wishes!,Charlie,John Doe,SN512714
Best Buy,ORD240168,01-03-2025,PO62864,EUR,879.52,48.57,6.5,1193.83,6776.92,7915.68,853.57,B09736910,Used - Acceptable,9,Debit Card,Processing,Pending,20-09-2025,Standard,"554 Main St, City 72, USA","147 Elm St, City 67, USA",FedEx - TRK793178,Product-573,Happy Birthday!,Bob,Michael Brown,SN502838
Amazon,ORD174707,05-10-2025,PO27844,USD,719.29,87.08,31.34,528.02,3186.85,3596.45,525.09,B09072153,Used - Good,5,PayPal,Pending,In Transit,09-08-2025,Standard,"421 Main St, City 62, USA","396 Elm St, City 85, USA",FedEx - TRK303088,Product-373,Enjoy your gift!,Charlie,,SN619052
Amazon,ORD524283,12-05-2025,PO30722,GBP,446.71,57.35,37.99,273.64,1608.54,1786.84,174.83,B01008395,New,4,Debit Card,Processing,Delivered,17-03-2025,Expedited,"734 Main St, City 47, USA","761 Elm St, City 76, USA",UPS - TRK282766,Product-416,Enjoy your gift!,David,,SN959876
Amazon,ORD742948,18-08-2025,PO20633,EUR,833.37,128.99,26.94,1158.74,14831.22,15834.03,1541.66,B04277969,New,19,Credit Card,Pending,In Transit,19-12-2025,Expedited,"441 Main St, City 43, USA","743 Elm St, City 62, USA",UPS - TRK439544,Product-814,Congratulations!,,John Doe,SN750647
eBay,ORD644760,20-01-2025,PO55503,GBP,705.78,118.6,25.52,1967.05,10175.33,11998.26,1464.49,B07235035,Used - Acceptable,17,PayPal,Processing,Pending,02-01-2025,Same-Day,"779 Main St, City 50, USA","393 Elm St, City 37, USA",FedEx - TRK889563,Product-792,,David,,SN249734
Amazon,ORD493576,24-12-2025,PO94059,GBP,867.94,119.14,18.03,1171.76,9380.69,10415.28,1602.08,B06630976,New,12,Credit Card,Pending,Pending,28-10-2025,Same-Day,"713 Main St, City 57, USA","251 Elm St, City 93, USA",FedEx - TRK249824,Product-139,Happy Birthday!,David,Michael Brown,SN677725
Amazon,ORD615356,02-09-2025,PO13606,GBP,433.62,51.05,13.85,59.95,872.19,867.24,134.51,B05758498,New,2,Credit Card,Processing,In Transit,14-01-2025,Same-Day,"87 Main St, City 8, USA","610 Elm St, City 84, USA",DHL - TRK561391,Product-996,Enjoy your gift!,Charlie,,SN712363
Amazon,ORD846580,25-06-2025,PO26438,GBP,892.08,132.25,15.41,242.02,3473.96,3568.32,532.96,B01068384,Used - Good,4,PayPal,Shipped,Pending,18-08-2025,Same-Day,"348 Main St, City 49, USA","325 Elm St, City 61, USA",FedEx - TRK696968,Product-443,Happy Birthday!,Charlie,Emma Smith,SN986120
Amazon,ORD723166,11-02-2025,PO71117,EUR,895.88,97.76,13.0,1857.48,16170.88,17917.6,3315.53,B02102730,Used - Acceptable,20,Credit Card,Pending,Delivered,17-12-2025,Expedited,"926 Main St, City 88, USA","345 Elm St, City 17, USA",DHL - TRK739814,Product-641,Enjoy your gift!,Charlie,Emma Smith,SN834952
Best Buy,ORD773794,17-04-2025,PO37427,USD,483.95,31.93,7.42,504.26,2922.74,3387.65,221.37,B04933872,New,7,PayPal,Processing,Delivered,25-02-2025,Same-Day,"313 Main St, City 41, USA","557 Elm St, City 9, USA",DHL - TRK897877,Product-190,Happy Birthday!,,John Doe,SN483593
eBay,ORD826107,14-11-2025,PO20526,EUR,260.98,38.08,49.35,307.26,1607.03,1826.86,302.21,B09146025,Used - Good,7,PayPal,Shipped,Delivered,20-07-2025,Same-Day,"479 Main St, City 85, USA","349 Elm St, City 61, USA",FedEx - TRK161959,Product-405,Best Wishes!,David,Michael Brown,SN921082
Best Buy,ORD791725,22-07-2025,PO18650,GBP,125.38,21.07,34.43,60.3,2502.8,2507.6,404.7,B09016538,Used - Acceptable,20,Credit Card,Shipped,Delivered,19-01-2025,Expedited,"135 Main St, City 58, USA","412 Elm St, City 56, USA",FedEx - TRK881533,Product-919,Happy Birthday!,David,Emma Smith,SN348867
Best Buy,ORD668736,05-02-2025,PO23853,EUR,973.74,66.65,27.09,734.14,3254.56,3894.96,198.78,B08137485,New,4,Credit Card,Processing,In Transit,07-05-2025,Expedited,"541 Main St, City 34, USA","953 Elm St, City 78, USA",UPS - TRK423179,Product-752,Enjoy your gift!,Charlie,John Doe,SN162866
Best Buy,ORD627349,14-07-2025,PO27333,GBP,108.3,6.56,38.53,190.57,1695.62,1841.1,183.76,B03530844,New,17,Debit Card,Pending,In Transit,13-03-2025,Expedited,"484 Main St, City 79, USA","202 Elm St, City 7, USA",DHL - TRK819590,Product-952,Congratulations!,Bob,,SN515398
Amazon,ORD926366,02-09-2025,PO92969,GBP,984.78,67.12,39.93,27.97,18789.9,18710.82,1620.69,B08771075,Used - Good,19,Debit Card,Shipped,Delivered,28-11-2025,Expedited,"837 Main St, City 32, USA","125 Elm St, City 48, USA",DHL - TRK415407,Product-621,Enjoy your gift!,Charlie,Michael Brown,SN412198
eBay,ORD164017,17-05-2025,PO97826,GBP,433.44,77.81,19.43,445.64,3119.12,3467.52,592.55,B04128539,Used - Acceptable,8,PayPal,Pending,In Transit,22-04-2025,Standard,"639 Main St, City 81, USA","982 Elm St, City 37, USA",FedEx - TRK842184,Product-978,Happy Birthday!,David,Emma Smith,SN741793
Amazon,ORD166154,21-01-2025,PO16523,USD,698.66,51.63,25.96,266.31,5400.56,5589.28,979.14,B06360044,Used - Acceptable,8,Credit Card,Pending,Delivered,01-01-2025,Expedited,"689 Main St, City 77, USA","191 Elm St, City 93, USA",UPS - TRK127752,Product-468,,Charlie,Michael Brown,SN724882
eBay,ORD969048,13-10-2025,PO87461,USD,230.24,27.51,36.93,36.39,718.77,690.72,56.47,B02993450,New,3,Debit Card,Shipped,Pending,12-05-2025,Same-Day,"723 Main St, City 15, USA","763 Elm St, City 75, USA",DHL - TRK956659,Product-400,Best Wishes!,Bob,Michael Brown,SN488475
Best Buy,ORD961968,12-12-2025,PO24181,USD,330.11,16.51,23.42,19.7,5962.21,5941.98,604.34,B07799286,Used - Good,18,Debit Card,Shipped,Pending,24-01-2025,Standard,"237 Main St, City 43, USA","735 Elm St, City 53, USA",UPS - TRK262067,Product-723,Congratulations!,Bob,John Doe,SN790065
Amazon,ORD307211,21-11-2025,PO44444,EUR,929.03,108.85,17.32,541.25,7946.19,8361.27,1629.84,B01253079,Used - Good,9,Credit Card,Processing,Delivered,18-04-2025,Same-Day,"33 Main St, City 87, USA","703 Elm St, City 69, USA",UPS - TRK849830,Product-114,Happy Birthday!,Alice,John Doe,SN540092
eBay,ORD711086,01-05-2025,PO35690,USD,475.19,47.24,34.03,440.87,3441.92,3801.52,734.4,B09358534,New,8,Credit Card,Shipped,In Transit,18-02-2025,Standard,"727 Main St, City 8, USA","461 Elm St, City 73, USA",UPS - TRK536043,Product-785,Congratulations!,David,John Doe,SN200743
Best Buy,ORD227209,02-10-2025,PO45360,USD,795.12,82.87,31.08,439.15,2060.16,2385.36,188.56,B08710449,Used - Good,3,Credit Card,Processing,Pending,03-06-2025,Expedited,"655 Main St, City 82, USA","428 Elm St, City 84, USA",UPS - TRK532027,Product-463,Happy Birthday!,Charlie,John Doe,SN594541
Best Buy,ORD129340,21-02-2025,PO22162,EUR,274.84,40.32,30.7,94.95,525.75,549.68,79.44,B07628986,New,2,PayPal,Processing,In Transit,22-03-2025,Standard,"820 Main St, City 12, USA","489 Elm St, City 28, USA",FedEx - TRK343024,Product-748,Happy Birthday!,Alice,Michael Brown,SN197506
Best Buy,ORD990002,09-06-2025,PO23092,EUR,839.82,160.76,30.49,1652.83,9456.08,10917.66,2098.34,B07339795,Used - Acceptable,13,Credit Card,Processing,In Transit,06-11-2025,Same-Day,"367 Main St, City 49, USA","766 Elm St, City 64, USA",FedEx - TRK485288,Product-773,Happy Birthday!,David,,SN913197
eBay,ORD786273,18-05-2025,PO64288,GBP,383.87,51.82,9.17,772.17,5046.87,5758.05,333.75,B02524024,Used - Acceptable,15,PayPal,Pending,Delivered,07-09-2025,Expedited,"880 Main St, City 82, USA","901 Elm St, City 93, USA",UPS - TRK521686,Product-750,Happy Birthday!,,Michael Brown,SN242496
Amazon,ORD271381,27-03-2025,PO73341,USD,955.25,163.32,47.93,241.16,4746.34,4776.25,744.42,B04696826,Used - Good,5,PayPal,Pending,Delivered,25-11-2025,Standard,"889 Main St, City 84, USA","782 Elm St, City 56, USA",FedEx - TRK930227,Product-588,Happy Birthday!,,Emma Smith,SN523108
Amazon,ORD895012,07-01-2025,PO11177,USD,111.09,8.3,26.77,18.58,571.94,555.45,34.8,B05021945,Used - Good,5,Debit Card,Processing,Pending,25-08-2025,Expedited,"25 Main St, City 15, USA","670 Elm St, City 75, USA",DHL - TRK294290,Product-575,,Bob,Emma Smith,SN776388
eBay,ORD829860,28-08-2025,PO64173,USD,666.13,117.5,7.88,663.23,4125.06,4662.91,767.64,B09285874,New,7,Debit Card,Shipped,In Transit,08-06-2025,Expedited,"56 Main St, City 81, USA","568 Elm St, City 88, USA",FedEx - TRK928268,Product-633,,,Emma Smith,SN818620
Best Buy,ORD635405,04-11-2025,PO75446,GBP,236.5,33.51,21.34,778.7,3769.65,4493.5,449.06,B05614129,Used - Acceptable,19,Debit Card,Processing,In Transit,12-04-2025,Expedited,"15 Main St, City 41, USA","717 Elm St, City 18, USA",UPS - TRK884827,Product-198,Enjoy your gift!,David,Michael Brown,SN653890
Amazon,ORD642365,20-12-2025,PO79199,USD,366.08,72.51,43.59,106.8,6232.66,6223.36,787.57,B05150540,New,17,Debit Card,Pending,Pending,27-02-2025,Expedited,"410 Main St, City 65, USA","172 Elm St, City 13, USA",DHL - TRK290290,Product-338,,Charlie,Michael Brown,SN299497
eBay,ORD858810,22-09-2025,PO32839,GBP,961.4,88.78,26.31,1197.26,15261.63,16343.8,3034.02,B03415506,New,17,Debit Card,Pending,Pending,21-07-2025,Same-Day,"917 Main St, City 91, USA","270 Elm St, City 49, USA",DHL - TRK562513,Product-337,Happy Birthday!,David,John Doe,SN438516
Best Buy,ORD893337,24-02-2025,PO90465,GBP,673.15,92.45,26.91,2459.87,10449.34,12789.85,1113.72,B08299731,Used - Acceptable,19,Credit Card,Shipped,Delivered,04-05-2025,Standard,"758 Main St, City 18, USA","471 Elm St, City 5, USA",DHL - TRK339405,Product-646,Happy Birthday!,Alice,,SN560917
Amazon,ORD222352,03-04-2025,PO24566,GBP,499.93,39.3,13.91,134.78,7917.31,7998.88,1209.95,B06196303,Used - Good,16,Credit Card,Shipped,Delivered,10-04-2025,Same-Day,"638 Main St, City 51, USA","826 Elm St, City 42, USA",UPS - TRK478088,Product-164,Enjoy your gift!,Bob,,SN476707
eBay,ORD375366,03-12-2025,PO83456,USD,154.1,25.82,36.74,78.61,1062.65,1078.7,200.78,B07751953,Used - Good,7,PayPal,Processing,Delivered,20-05-2025,Same-Day,"108 Main St, City 15, USA","881 Elm St, City 67, USA",DHL - TRK841779,Product-274,,Alice,,SN252625
Best Buy,ORD623025,28-06-2025,PO65446,GBP,238.18,15.27,32.87,436.09,4375.65,4763.6,835.57,B01234711,New,20,Debit Card,Processing,Pending,20-09-2025,Same-Day,"103 Main St, City 22, USA","549 Elm St, City 42, USA",FedEx - TRK146571,Product-375,Best Wishes!,Alice,Michael Brown,SN417157
Best Buy,ORD528143,21-03-2025,PO96383,GBP,905.78,122.34,34.6,297.97,6199.43,6340.46,505.07,B07049979,Used - Acceptable,7,Credit Card,Shipped,Pending,20-03-2025,Same-Day,"520 Main St, City 5, USA","165 Elm St, City 60, USA",UPS - TRK659652,Product-205,Enjoy your gift!,Alice,Michael Brown,SN285261
Amazon,ORD616339,15-09-2025,PO99377,EUR,378.35,74.88,5.43,125.88,1089.48,1135.05,192.44,B02074134,New,3,Credit Card,Shipped,Delivered,24-10-2025,Expedited,"83 Main St, City 55, USA","17 Elm St, City 74, USA",FedEx - TRK121033,Product-391,Happy Birthday!,David,Michael Brown,SN914703
Best Buy,ORD116124,12-01-2025,PO52000,USD,194.25,19.02,31.87,68.04,954.1,971.25,99.28,B03131582,Used - Good,5,Debit Card,Pending,Pending,22-09-2025,Standard,"851 Main St, City 60, USA","30 Elm St, City 88, USA",UPS - TRK710402,Product-180,Congratulations!,David,,SN205708
Amazon,ORD558314,19-11-2025,PO31356,EUR,902.71,49.12,8.88,2047.15,14259.63,16248.78,2332.15,B02957173,Used - Acceptable,18,PayPal,Processing,In Transit,18-04-2025,Same-Day,"355 Main St, City 17, USA","403 Elm St, City 18, USA",DHL - TRK730739,Product-233,Best Wishes!,David,Emma Smith,SN865218
Amazon,ORD873365,26-05-2025,PO33101,GBP,419.16,41.31,10.56,125.33,764.86,838.32,91.24,B07115201,New,2,Credit Card,Shipped,Pending,04-10-2025,Expedited,"34 Main St, City 24, USA","824 Elm St, City 58, USA",DHL - TRK832617,Product-838,Best Wishes!,Bob,John Doe,SN824423
eBay,ORD604518,14-05-2025,PO57504,USD,605.02,70.0,15.39,647.42,6093.19,6655.22,608.42,B06871626,Used - Good,11,PayPal,Processing,Pending,19-10-2025,Standard,"34 Main St, City 52, USA","716 Elm St, City 58, USA",FedEx - TRK226694,Product-271,,David,Michael Brown,SN432768
Best Buy,ORD227567,02-05-2025,PO62674,GBP,573.02,88.61,36.82,1050.64,7097.07,8022.28,867.39,B04703040,Used - Good,14,PayPal,Pending,Delivered,28-04-2025,Expedited,"445 Main St, City 43, USA","557 Elm St, City 18, USA",UPS - TRK705487,Product-449,Congratulations!,Charlie,,SN489648
Best Buy,ORD358787,27-12-2025,PO32566,EUR,998.02,88.45,34.33,193.65,14899.43,14970.3,2758.07,B04372198,Used - Acceptable,15,Credit Card,Shipped,Pending,07-04-2025,Expedited,"351 Main St, City 72, USA","642 Elm St, City 21, USA",DHL - TRK725616,Product-533,Congratulations!,,Michael Brown,SN510880
eBay,ORD590339,03-04-2025,PO45024,EUR,507.78,80.68,16.13,578.04,8151.03,8632.26,1641.95,B05466494,New,17,PayPal,Processing,Delivered,06-11-2025,Same-Day,"908 Main St, City 85, USA","615 Elm St, City 32, USA",FedEx - TRK247766,Product-543,Happy Birthday!,Charlie,Michael Brown,SN310055
Amazon,ORD225869,23-04-2025,PO98684,USD,322.22,44.25,49.8,1218.69,5319.76,6444.4,768.9,B03499076,Used - Good,20,Debit Card,Shipped,Delivered,04-01-2025,Expedited,"325 Main St, City 36, USA","798 Elm St, City 49, USA",DHL - TRK903327,Product-548,Congratulations!,Charlie,Michael Brown,SN686685
Best Buy,ORD522900,27-09-2025,PO48907,GBP,535.34,89.58,5.33,567.62,5416.03,5888.74,1016.12,B07132531,Used - Good,11,Credit Card,Shipped,Delivered,05-10-2025,Same-Day,"821 Main St, City 45, USA","979 Elm St, City 10, USA",DHL - TRK346083,Product-182,Happy Birthday!,Bob,Emma Smith,SN395636
eBay,ORD660783,17-01-2025,PO84959,EUR,719.89,51.8,23.79,306.61,3368.43,3599.45,464.41,B08093427,New,5,PayPal,Processing,Delivered,11-09-2025,Same-Day,"498 Main St, City 69, USA","598 Elm St, City 84, USA",FedEx - TRK861612,Product-318,Congratulations!,Bob,,SN186755
Amazon,ORD688685,18-02-2025,PO29703,USD,603.76,80.1,21.03,1490.33,8270.96,9660.16,1677.89,B08149191,New,16,PayPal,Processing,Delivered,14-11-2025,Standard,"730 Main St, City 20, USA","971 Elm St, City 35, USA",UPS - TRK913184,Product-853,Enjoy your gift!,Charlie,,SN697360
Best Buy,ORD564913,08-06-2025,PO87992,EUR,720.57,55.28,9.65,1469.62,7242.15,8646.84,561.51,B07992589,Used - Good,12,Credit Card,Processing,Delivered,28-10-2025,Expedited,"704 Main St, City 5, USA","28 Elm St, City 45, USA",DHL - TRK448739,Product-833,Best Wishes!,David,Emma Smith,SN513234
eBay,ORD723258,23-07-2025,PO17398,EUR,297.28,49.64,15.41,16.01,2130.0,2080.96,381.43,B02632043,New,7,Debit Card,Processing,Delivered,19-03-2025,Expedited,"784 Main St, City 41, USA","10 Elm St, City 22, USA",FedEx - TRK740240,Product-275,Enjoy your gift!,,,SN215629
Best Buy,ORD680124,11-12-2025,PO50814,USD,526.5,105.17,25.04,370.91,7656.8,7897.5,1031.84,B09759570,Used - Acceptable,15,Credit Card,Processing,Pending,12-04-2025,Same-Day,"578 Main St, City 1, USA","558 Elm St, City 64, USA",DHL - TRK723026,Product-464,,Bob,John Doe,SN244617
eBay,ORD902834,20-07-2025,PO62665,USD,64.34,4.81,8.09,12.77,386.17,386.04,66.03,B03078861,New,6,Debit Card,Shipped,Delivered,27-02-2025,Standard,"321 Main St, City 98, USA","133 Elm St, City 33, USA",UPS - TRK371077,Product-466,Best Wishes!,Bob,,SN313640
Amazon,ORD313718,01-02-2025,PO78254,USD,298.46,25.81,5.75,291.51,3918.49,4178.44,582.7,B09140401,New,14,Credit Card,Processing,In Transit,14-03-2025,Expedited,"488 Main St, City 29, USA","180 Elm St, City 13, USA",DHL - TRK880920,Product-970,,Alice,Michael Brown,SN669536
eBay,ORD876178,09-11-2025,PO47849,EUR,52.01,7.1,6.62,62.8,939.11,988.19,152.51,B02936519,Used - Good,19,Debit Card,Pending,Pending,02-05-2025,Standard,"370 Main St, City 6, USA","79 Elm St, City 64, USA",FedEx - TRK157928,Product-528,Happy Birthday!,Bob,John Doe,SN183695
Best Buy,ORD954228,14-07-2025,PO40542,USD,592.17,53.17,25.31,1129.99,4870.19,5921.7,515.59,B01364811,Used - Acceptable,10,Debit Card,Pending,Delivered,12-06-2025,Same-Day,"736 Main St, City 56, USA","314 Elm St, City 27, USA",UPS - TRK379400,Product-717,Congratulations!,Charlie,John Doe,SN776774
Best Buy,ORD887839,07-12-2025,PO78444,USD,466.15,40.7,48.57,93.71,5589.36,5593.8,921.31,B08078969,Used - Good,12,Debit Card,Shipped,In Transit,02-03-2025,Standard,"840 Main St, City 98, USA","877 Elm St, City 51, USA",DHL - TRK372092,Product-877,Happy Birthday!,,John Doe,SN619635
eBay,ORD691808,01-12-2025,PO41025,USD,294.57,33.71,34.09,74.86,5884.34,5891.4,304.78,B07597313,Used - Acceptable,20,PayPal,Processing,Pending,05-06-2025,Same-Day,"159 Main St, City 94, USA","257 Elm St, City 99, USA",DHL - TRK907733,Product-585,Congratulations!,David,John Doe,SN839898
Amazon,ORD643596,07-05-2025,PO60454,GBP,399.56,29.32,37.5,133.91,1131.59,1198.68,120.35,B05921479,Used - Acceptable,3,PayPal,Processing,Delivered,01-03-2025,Standard,"53 Main St, City 46, USA","106 Elm St, City 38, USA",UPS - TRK533320,Product-897,Happy Birthday!,,,SN824498
Best Buy,ORD409206,03-01-2025,PO72746,GBP,384.46,21.45,24.36,1205.01,5761.08,6920.28,577.79,B07107494,Used - Good,18,PayPal,Shipped,Pending,28-08-2025,Standard,"13 Main St, City 10, USA","882 Elm St, City 41, USA",UPS - TRK364057,Product-700,Happy Birthday!,Charlie,Emma Smith,SN963596
Best Buy,ORD107511,15-07-2025,PO12885,EUR,648.8,112.16,10.85,792.76,3871.85,4541.6,780.94,B07367884,Used - Acceptable,7,PayPal,Processing,Delivered,24-07-2025,Expedited,"184 Main St, City 25, USA","276 Elm St, City 42, USA",UPS - TRK984742,Product-463,,David,,SN764248
Amazon,ORD269104,19-07-2025,PO13776,GBP,602.52,111.86,12.63,404.76,2129.81,2410.08,143.46,B02130313,Used - Good,4,PayPal,Processing,Pending,05-08-2025,Same-Day,"723 Main St, City 60, USA","857 Elm St, City 39, USA",DHL - TRK407501,Product-144,Best Wishes!,Alice,,SN254923
Best Buy,ORD906432,28-01-2025,PO17373,EUR,602.96,79.87,49.74,30.24,702.33,602.96,60.73,B04470737,Used - Good,1,PayPal,Processing,In Transit,27-10-2025,Standard,"36 Main St, City 54, USA","550 Elm St, City 86, USA",DHL - TRK854312,Product-888,Happy Birthday!,David,Michael Brown,SN403701
Best Buy,ORD989520,20-02-2025,PO17085,EUR,892.65,140.08,14.91,353.4,4264.84,4463.25,882.87,B06722565,Used - Good,5,Credit Card,Pending,In Transit,03-08-2025,Expedited,"839 Main St, City 13, USA","56 Elm St, City 64, USA",UPS - TRK249212,Product-421,Happy Birthday!,Alice,,SN923173
Best Buy,ORD368549,11-01-2025,PO53815,GBP,202.94,17.9,46.2,310.58,1579.98,1826.46,236.81,B07440837,New,9,Credit Card,Shipped,Pending,15-01-2025,Standard,"790 Main St, City 49, USA","118 Elm St, City 61, USA",FedEx - TRK266247,Product-734,,Charlie,Michael Brown,SN265673
