Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Walmart,9bc777bf,2022-12-25,986c536b-360,CAD,58.99,27.75,16.96,9.96,52.48,71.04,28.13,5aa2cf15-d,Used - Good,2,Credit Card,Delivered,Delivered,2022-12-29,Same-Day,"456 Oak St, CA","321 Maple Rd, FL",USPS-a1722516-661,Wireless Headphones,Happy Birthday!,Sarah,mark@example.com,d4929bb1-6367-4
Amazon,d7b999cc,2022-09-05,27d527c2-c73,EUR,283.52,12.12,11.37,6.71,198.84,54.38,4.13,3926c8fb-c,Used - Good,2,PayPal,Returned,In Transit,2022-09-15,Expedited,"123 Main St, NY","456 Oak St, CA",UPS-57ecb332-cf4,Mechanical Keyboard,Enjoy your gift!,David,anna@example.com,765db887-3f50-4
Target,5c63f60a,2024-08-07,75cc5ea0-a43,AUD,73.81,40.32,4.44,20.93,390.63,47.92,20.8,ba4e16da-b,Used - Like New,1,Bank Transfer,Returned,Delivered,2024-08-09,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",DHL-fa1cb7d0-824,Mechanical Keyboard,Best Wishes!,,mark@example.com,f6516605-e640-4
Amazon,d785a2db,2024-05-08,d9a72d5f-2ea,CAD,356.07,22.58,16.09,25.52,277.8,398.4,3.24,4b5c27a2-f,Used - Like New,1,Gift Card,Delivered,In Transit,,Expedited,"654 Birch Ln, WA","456 Oak St, CA",FedEx-8aa9963d-260,Gaming Mouse,Enjoy your gift!,Michael,mark@example.com,8ea72ea8-ae3f-4
eBay,a2bb14cc,2022-09-10,c29c00f8-349,AUD,318.2,6.13,7.72,14.9,67.06,56.01,1.57,3f032bee-6,Refurbished,3,Credit Card,Pending,In Transit,2022-09-13,Same-Day,"654 Birch Ln, WA","789 Pine Ave, TX",UPS-5eddb098-3c9,Wireless Headphones,Congratulations!,Sarah,anna@example.com,480000cd-f4c0-4
Amazon,eef30b9e,2024-04-01,05206d01-785,EUR,492.4,44.23,13.57,22.31,156.11,433.29,3.98,f48f255b-8,Refurbished,4,Gift Card,Shipped,In Transit,2024-04-09,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",Amazon Logistics-8b382878-bf7,Mechanical Keyboard,Enjoy your gift!,David,jane@example.com,07ef3eed-a6ea-4
eBay,1fa58d40,2025-03-08,9367c393-404,GBP,119.09,47.49,2.24,1.45,239.31,179.82,18.55,19d1c64f-d,Used - Good,4,PayPal,Shipped,In Transit,,Same-Day,"123 Main St, NY","456 Oak St, CA",USPS-9a97e821-4e6,USB-C Charger,Best Wishes!,,,482c9a65-fbf1-4
Target,05b4d1b4,2024-04-15,2525b8a4-02e,AUD,213.64,11.84,4.15,2.34,331.28,223.38,25.55,83575a2c-2,New,5,Credit Card,Pending,In Transit,2024-04-22,Same-Day,"654 Birch Ln, WA","654 Birch Ln, WA",UPS-1ecd8da4-be3,Wireless Headphones,Best Wishes!,Michael,jane@example.com,e63bab07-028f-4
eBay,26a03839,2023-12-30,62ca9382-b38,USD,345.51,45.77,15.81,14.34,242.59,36.73,21.99,6cb7a8e6-a,New,4,Bank Transfer,Returned,Out for Delivery,2024-01-07,Expedited,"321 Maple Rd, FL","789 Pine Ave, TX",DHL-3e0a1f77-a22,Smartphone Case,Best Wishes!,Michael,,6ba6c527-1e42-4
Target,e89da97b,2024-05-20,7f5efcd6-226,CAD,131.21,38.25,1.99,16.16,102.69,396.18,8.16,82648146-a,New,4,Credit Card,Pending,In Transit,2024-05-21,Same-Day,"321 Maple Rd, FL","789 Pine Ave, TX",USPS-a948938c-ea5,Mechanical Keyboard,,,anna@example.com,b6d81ce1-0c63-4
BestBuy,0e1f6e8d,2023-12-04,65dcf8ac-055,USD,448.58,45.89,19.62,11.67,118.21,446.46,46.08,3400d9c6-7,Refurbished,5,Gift Card,Pending,Pending,2023-12-10,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",Amazon Logistics-c68b5cb5-137,Mechanical Keyboard,Congratulations!,David,mark@example.com,0f40ae57-38d1-4
eBay,deb47aac,2023-04-27,3cdc1148-be3,AUD,187.57,10.26,5.96,25.89,159.3,355.24,27.72,50873967-4,New,1,Bank Transfer,Cancelled,Pending,2023-04-28,Expedited,"123 Main St, NY","321 Maple Rd, FL",USPS-97e048bc-d6b,Smartphone Case,Happy Birthday!,Sarah,,bc44aeb0-4879-4
Target,3eae84e9,2022-11-19,10e16e22-800,AUD,464.75,24.04,4.35,9.22,15.68,351.21,1.25,9e5e46c1-a,New,2,Bank Transfer,Pending,In Transit,2022-11-22,Expedited,"123 Main St, NY","654 Birch Ln, WA",FedEx-cdde7798-99a,Gaming Mouse,,David,mark@example.com,61b87784-b879-4
BestBuy,c222fdeb,2022-05-01,b714e4e0-a33,EUR,467.53,44.31,3.06,16.75,102.0,293.95,10.61,f707cc21-5,Refurbished,2,Gift Card,Cancelled,Delivered,2022-05-03,Expedited,"789 Pine Ave, TX","654 Birch Ln, WA",USPS-eef96686-316,Wireless Headphones,Enjoy your gift!,David,jane@example.com,b630f9fd-f1cb-4
Walmart,f08185e3,2022-05-03,e0e8b719-c4b,CAD,450.31,48.15,1.07,29.08,347.51,412.99,11.26,951f3a36-a,Used - Like New,3,PayPal,Pending,Pending,2022-05-04,Expedited,"321 Maple Rd, FL","654 Birch Ln, WA",USPS-4925579f-389,Gaming Mouse,Congratulations!,Michael,mark@example.com,65647805-5ffa-4
eBay,1d2e4ffd,2024-03-05,efc51d65-bfb,USD,112.61,13.14,11.12,20.72,62.01,29.6,6.76,6cdded4f-8,Refurbished,5,PayPal,Delivered,Pending,2024-03-08,Two-Day,"123 Main St, NY","123 Main St, NY",DHL-f691f7f1-820,Wireless Headphones,,John,anna@example.com,d8d6a6cb-b1d5-4
eBay,db494cba,2022-05-02,76826664-31f,GBP,145.16,31.06,4.05,0.26,138.35,100.98,25.12,e02722a7-e,Used - Good,1,Bank Transfer,Pending,Out for Delivery,2022-05-10,Standard,"789 Pine Ave, TX","789 Pine Ave, TX",FedEx-2a1fe317-2cc,Wireless Headphones,Congratulations!,Emma,,ef028b85-3515-4
eBay,51b4818d,2024-10-23,665d6de4-98f,CAD,352.12,6.73,18.47,22.23,437.92,417.42,9.3,56ef3a0a-6,Used - Like New,4,Bank Transfer,Returned,In Transit,2024-10-28,Standard,"123 Main St, NY","654 Birch Ln, WA",DHL-fdf6d991-eaa,Mechanical Keyboard,Happy Birthday!,,,2cde7932-82ab-4
Walmart,bba14858,2023-03-24,7f5422a9-90a,USD,106.06,22.01,19.68,2.69,529.39,488.61,8.94,64eebe75-4,Used - Like New,1,PayPal,Delivered,Delivered,2023-03-29,Standard,"321 Maple Rd, FL","789 Pine Ave, TX",FedEx-da994764-dd8,Smartphone Case,Congratulations!,Michael,,30a947b4-91a9-4
Amazon,faa494e9,2024-12-02,44931c63-a89,GBP,252.9,1.59,10.61,2.19,140.25,223.65,14.84,290a9848-4,Used - Like New,3,Credit Card,Shipped,Out for Delivery,2024-12-11,Standard,"123 Main St, NY","654 Birch Ln, WA",DHL-e638ea0c-258,Smartphone Case,Congratulations!,,mark@example.com,356d6884-864d-4
Target,7035022e,2023-05-23,fbe42e20-d4e,EUR,487.27,21.72,7.47,12.82,437.83,74.31,24.4,ec257775-8,Used - Like New,2,PayPal,Cancelled,Delivered,2023-05-31,Expedited,"456 Oak St, CA","654 Birch Ln, WA",Amazon Logistics-7ab95ad5-a0f,Gaming Mouse,Happy Birthday!,Emma,anna@example.com,328216d9-977d-4
Walmart,b388fcda,2023-02-18,bc197411-f36,GBP,229.98,24.43,0.73,2.91,445.66,145.21,27.15,62b9ca6a-0,Used - Like New,3,Gift Card,Cancelled,Delivered,2023-02-25,Two-Day,"789 Pine Ave, TX","123 Main St, NY",FedEx-11cc0486-548,Mechanical Keyboard,Happy Birthday!,,mark@example.com,3d706732-4c65-4
Walmart,99705ff6,2025-03-19,7d8bfccc-129,GBP,375.38,5.09,15.48,10.51,395.04,20.78,37.72,81d07d61-c,Used - Good,5,Credit Card,Delivered,Delivered,,Same-Day,"654 Birch Ln, WA","654 Birch Ln, WA",DHL-d1b14100-658,Wireless Headphones,Happy Birthday!,,jane@example.com,38a73ecb-79e5-4
BestBuy,f1e1349b,2024-08-23,730cf760-b12,USD,387.71,24.17,4.92,19.62,248.73,54.86,13.07,52422dd2-1,New,4,Bank Transfer,Cancelled,Delivered,,Expedited,"789 Pine Ave, TX","654 Birch Ln, WA",DHL-fdaab82e-725,Smartphone Case,Enjoy your gift!,Michael,jane@example.com,059cb12b-6148-4
Target,10cb052f,2025-01-04,0a8428ea-c55,AUD,211.31,1.96,7.11,16.63,240.0,459.67,29.67,70bf1017-e,New,5,Credit Card,Shipped,Pending,,Two-Day,"123 Main St, NY","456 Oak St, CA",FedEx-9a82391a-4f3,Mechanical Keyboard,Congratulations!,Sarah,jane@example.com,ce6d395c-9baa-4
BestBuy,dcf80ed5,2023-08-10,fb258c0a-c8f,USD,396.25,7.34,15.62,12.55,62.6,331.18,28.51,b5c19809-a,Used - Good,4,PayPal,Delivered,Out for Delivery,2023-08-14,Expedited,"789 Pine Ave, TX","789 Pine Ave, TX",Amazon Logistics-6ecc666c-ed0,Gaming Mouse,,Michael,jane@example.com,44845643-4d89-4
Amazon,97a001cf,2024-05-29,86d5928a-b86,AUD,223.57,10.27,3.16,14.65,541.52,5.23,39.5,2be13033-6,Refurbished,5,PayPal,Pending,Delivered,2024-06-04,Two-Day,"654 Birch Ln, WA","456 Oak St, CA",FedEx-8e82e234-39d,Smartphone Case,Enjoy your gift!,Michael,,445078be-40e5-4
BestBuy,98b17cec,2023-11-25,935cebd4-838,AUD,380.63,29.19,5.39,12.42,445.55,269.72,24.1,d427d280-e,New,1,Gift Card,Pending,Delivered,2023-11-26,Same-Day,"123 Main St, NY","789 Pine Ave, TX",FedEx-ce833dc8-460,Smartphone Case,,Sarah,jane@example.com,9260ee7d-9c7e-4
Target,806771d5,2023-12-07,fcddfa68-19f,AUD,394.36,41.37,6.92,27.11,417.71,390.55,41.21,ecaafe91-3,New,5,Gift Card,Cancelled,Delivered,2023-12-16,Same-Day,"789 Pine Ave, TX","789 Pine Ave, TX",DHL-65754dd0-50f,Gaming Mouse,Happy Birthday!,Michael,jane@example.com,c23a639a-faed-4
BestBuy,e29f53a1,2023-06-16,6d6e094c-747,USD,238.83,27.95,19.35,29.5,542.23,143.6,14.0,e4b771d6-3,Used - Good,5,Gift Card,Pending,In Transit,2023-06-18,Expedited,"789 Pine Ave, TX","456 Oak St, CA",UPS-5f16f8af-403,USB-C Charger,Congratulations!,David,,2283a561-25a9-4
Walmart,96e85d71,2023-11-08,5b31b895-318,EUR,353.22,31.48,17.08,6.25,592.93,138.17,12.85,5e1735ae-c,Used - Good,5,PayPal,Returned,Delivered,2023-11-17,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",Amazon Logistics-78c35afc-5be,Gaming Mouse,Congratulations!,David,anna@example.com,95de9205-ba67-4
Amazon,a9610c3e,2022-08-04,29669fe2-7d0,USD,46.24,41.28,2.78,5.54,595.46,145.1,4.04,a9504d4f-9,Refurbished,2,Bank Transfer,Shipped,In Transit,2022-08-13,Standard,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-31a0ca91-d54,Mechanical Keyboard,Enjoy your gift!,Emma,mark@example.com,67698315-da43-4
Walmart,63272fdb,2024-02-01,df377061-aa4,EUR,49.58,46.86,4.88,9.24,451.87,374.57,11.36,96e04c0e-9,New,1,Bank Transfer,Pending,Delivered,2024-02-09,Standard,"789 Pine Ave, TX","789 Pine Ave, TX",USPS-4166f65b-f68,Gaming Mouse,Congratulations!,Michael,anna@example.com,0d160dac-e6d5-4
BestBuy,fad184b9,2023-08-22,286c9760-fb1,USD,41.3,39.76,0.28,17.2,507.3,375.2,34.22,0689ff2a-a,Used - Like New,1,PayPal,Delivered,Delivered,,Two-Day,"321 Maple Rd, FL","654 Birch Ln, WA",USPS-c49b5e43-7af,USB-C Charger,Best Wishes!,Michael,jane@example.com,99a1d2d7-a34c-4
eBay,67259e5a,2022-06-23,a1624286-213,GBP,205.14,7.64,15.29,29.18,589.84,61.22,36.32,0b7b7f06-4,New,1,Bank Transfer,Cancelled,Out for Delivery,2022-06-29,Two-Day,"654 Birch Ln, WA","123 Main St, NY",DHL-928e09ec-c58,Gaming Mouse,Enjoy your gift!,David,mark@example.com,65f3ded3-7802-4
Amazon,89205ede,2023-08-01,47d3b63f-4c7,CAD,245.51,38.38,1.59,9.79,294.78,68.02,33.34,0c357722-e,Used - Like New,2,Credit Card,Shipped,In Transit,2023-08-10,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",FedEx-511fa763-ab5,Smartphone Case,,Emma,jane@example.com,4d4c3b12-fdcd-4
Walmart,dc5b45b1,2022-09-03,4c270bfd-ab6,USD,335.0,36.82,11.94,5.71,371.31,191.11,17.25,8b4ab2c8-2,Refurbished,4,Gift Card,Delivered,Pending,2022-09-07,Two-Day,"123 Main St, NY","456 Oak St, CA",FedEx-d14be22f-476,Mechanical Keyboard,Congratulations!,David,mark@example.com,9f0f2f46-2294-4
Target,2f028904,2024-08-11,b72ac11d-b5b,CAD,73.49,30.15,7.59,20.28,94.31,292.55,43.74,43e78299-9,Used - Like New,3,Gift Card,Cancelled,Out for Delivery,2024-08-15,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",Amazon Logistics-f303fc9c-6ca,USB-C Charger,Best Wishes!,Emma,jane@example.com,3b9144c4-3c7a-4
Walmart,9897a045,2024-10-14,1ce6dfa4-a27,AUD,413.01,7.32,17.86,14.8,236.69,405.06,42.77,5eaf3a1c-4,Used - Good,5,PayPal,Shipped,Delivered,2024-10-19,Expedited,"321 Maple Rd, FL","456 Oak St, CA",USPS-a1a98699-b1b,Gaming Mouse,Best Wishes!,Emma,,ef43f5c1-61d7-4
BestBuy,9ecbc649,2022-06-21,102d3ffd-c4d,GBP,19.66,42.66,1.68,5.39,449.13,146.74,23.22,09bace56-9,Refurbished,4,Gift Card,Pending,Pending,,Two-Day,"123 Main St, NY","123 Main St, NY",UPS-d82f5471-e72,Gaming Mouse,Best Wishes!,,anna@example.com,8390cff6-edc5-4
Amazon,ab0bb568,2025-03-15,02af35d8-561,USD,364.41,24.76,7.51,26.37,60.22,323.43,38.86,2b921e10-7,Refurbished,2,PayPal,Shipped,Delivered,,Same-Day,"123 Main St, NY","321 Maple Rd, FL",USPS-fc7a7e5f-965,Smartphone Case,,,anna@example.com,5088b9cf-fcbf-4
Amazon,855b74f1,2022-09-23,864142f5-9ec,CAD,219.15,38.76,5.37,11.49,313.85,111.22,42.39,06561a1f-4,Refurbished,4,PayPal,Delivered,Out for Delivery,2022-09-29,Standard,"456 Oak St, CA","321 Maple Rd, FL",USPS-ad4e0780-0be,Mechanical Keyboard,Enjoy your gift!,,,7010b20f-8ec9-4
Amazon,59a52487,2023-04-30,e5478002-e89,EUR,401.41,1.02,2.09,29.6,71.27,336.11,15.01,ef0d8562-6,New,3,Gift Card,Cancelled,Out for Delivery,,Expedited,"654 Birch Ln, WA","789 Pine Ave, TX",USPS-1a0848d1-c4d,USB-C Charger,Congratulations!,John,,6b086d1a-478a-4
eBay,d543c639,2024-06-03,b44d1852-7de,AUD,421.92,4.94,19.87,2.48,447.93,498.34,45.02,32dd0299-a,Refurbished,4,Bank Transfer,Delivered,In Transit,2024-06-11,Standard,"789 Pine Ave, TX","123 Main St, NY",FedEx-bd6136d6-b7d,Gaming Mouse,Best Wishes!,,mark@example.com,b0380d48-0eaa-4
Walmart,02bac702,2023-05-27,3611ebf6-c1b,USD,104.56,25.25,3.63,20.67,419.32,311.53,3.06,23c0fdec-1,Used - Like New,5,Bank Transfer,Pending,Pending,2023-06-06,Same-Day,"654 Birch Ln, WA","456 Oak St, CA",UPS-b7064d41-03f,Smartphone Case,Happy Birthday!,John,jane@example.com,229b62a1-822d-4
BestBuy,67335bce,2022-10-13,bf5d4665-c45,AUD,94.9,33.65,5.11,27.99,67.89,466.91,15.07,b9f312a5-4,New,2,Gift Card,Cancelled,Delivered,2022-10-17,Expedited,"321 Maple Rd, FL","789 Pine Ave, TX",FedEx-e0c2b288-e47,Gaming Mouse,,David,,2012eeb5-8b52-4
Target,c865ea60,2023-07-17,b3cdfa7a-8cd,USD,239.17,27.43,1.4,20.94,316.25,176.35,6.6,9ac9a028-a,Used - Like New,2,Bank Transfer,Shipped,Delivered,,Same-Day,"789 Pine Ave, TX","789 Pine Ave, TX",UPS-e0ef83c8-ec1,Gaming Mouse,Enjoy your gift!,Michael,anna@example.com,facdf698-680e-4
Amazon,03b4dc2f,2023-06-17,a6fdaaec-8f1,CAD,347.91,18.16,12.99,27.39,535.05,30.75,16.65,d1dda696-2,Refurbished,1,PayPal,Pending,Pending,2023-06-20,Two-Day,"654 Birch Ln, WA","654 Birch Ln, WA",USPS-a6259f0d-bf3,Smartphone Case,Happy Birthday!,Sarah,mark@example.com,27f008aa-318e-4
BestBuy,741ea38a,2022-04-06,b6acb4b6-068,AUD,394.32,49.55,16.2,24.84,336.02,71.45,7.31,6a63103b-4,Used - Good,4,Gift Card,Pending,Out for Delivery,2022-04-07,Standard,"456 Oak St, CA","321 Maple Rd, FL",UPS-d03524d4-06a,Smartphone Case,Congratulations!,Emma,anna@example.com,d23623be-9bd0-4
eBay,341682bc,2024-12-08,bf4b96ac-e3f,USD,409.1,8.24,3.98,7.14,595.8,313.66,12.44,3d7766f3-b,Used - Like New,2,Bank Transfer,Delivered,Pending,2024-12-12,Same-Day,"654 Birch Ln, WA","456 Oak St, CA",DHL-ca40f9f4-e7a,USB-C Charger,Best Wishes!,,mark@example.com,2cd2f7fa-45c6-4
eBay,40c182f9,2023-01-06,769c74d6-d7b,USD,363.29,10.52,11.3,16.27,590.19,46.29,43.4,0aceb763-e,Used - Like New,5,PayPal,Delivered,In Transit,2023-01-14,Two-Day,"789 Pine Ave, TX","123 Main St, NY",Amazon Logistics-d91114d4-8ad,Wireless Headphones,Enjoy your gift!,Emma,,ea9ac74c-a622-4
BestBuy,4c066394,2024-03-23,5eb2d6cf-d4c,CAD,498.48,15.17,16.83,6.63,377.78,125.72,19.37,4ff8278f-4,Refurbished,5,Bank Transfer,Shipped,Pending,2024-03-25,Same-Day,"789 Pine Ave, TX","321 Maple Rd, FL",USPS-f71d7ffe-23b,Gaming Mouse,Best Wishes!,Emma,,6b8b177d-e060-4
BestBuy,881402a8,2023-10-03,94731f5c-a55,CAD,204.75,8.85,8.65,24.04,281.52,435.47,4.32,9c490db5-2,New,3,Credit Card,Shipped,In Transit,2023-10-12,Same-Day,"321 Maple Rd, FL","123 Main St, NY",FedEx-472c3bad-8b2,Wireless Headphones,Congratulations!,Michael,anna@example.com,320aa048-866a-4
eBay,311c883f,2024-05-02,8b940bab-ab3,CAD,187.57,46.08,17.54,22.7,594.34,474.16,17.1,f894260a-0,Used - Like New,5,Credit Card,Delivered,Delivered,2024-05-06,Expedited,"456 Oak St, CA","321 Maple Rd, FL",UPS-985061b1-d23,Gaming Mouse,Congratulations!,David,,c5afd8e6-d1b4-4
Target,6c240243,2023-01-18,8c4bd7e3-90d,EUR,13.22,16.8,5.4,25.76,10.92,363.67,35.38,740fcfde-9,Used - Good,1,PayPal,Pending,In Transit,2023-01-25,Standard,"321 Maple Rd, FL","321 Maple Rd, FL",DHL-366a53e3-636,Gaming Mouse,Best Wishes!,Michael,mark@example.com,399d43b9-09f7-4
BestBuy,dc55d888,2023-07-08,1a11a8b7-ba8,EUR,272.55,27.74,13.13,18.32,472.18,272.64,20.78,e928d94b-c,Used - Good,3,PayPal,Shipped,Out for Delivery,2023-07-11,Same-Day,"123 Main St, NY","321 Maple Rd, FL",FedEx-1df32dbc-bd5,Gaming Mouse,Best Wishes!,,,c13eb3f3-d334-4
BestBuy,9c125aba,2024-03-15,8dcf53e5-770,EUR,30.94,30.18,11.67,29.12,162.15,357.67,4.89,58d7054e-d,New,5,Gift Card,Shipped,Delivered,2024-03-24,Two-Day,"123 Main St, NY","123 Main St, NY",FedEx-37b034e5-a6a,USB-C Charger,Best Wishes!,Michael,jane@example.com,b442731d-c989-4
eBay,9f18483a,2024-08-28,00728422-400,USD,348.52,7.03,16.42,21.17,78.93,494.96,18.34,76a2ccab-4,Refurbished,3,PayPal,Shipped,In Transit,2024-08-31,Standard,"456 Oak St, CA","123 Main St, NY",USPS-9b87f2dd-b22,USB-C Charger,Best Wishes!,Sarah,jane@example.com,ed6ddd39-af26-4
Amazon,cc157e77,2023-09-16,bae3b3da-c90,CAD,463.85,14.77,10.48,16.2,522.75,25.28,36.4,c7328f97-7,Used - Like New,3,Bank Transfer,Pending,Delivered,2023-09-18,Expedited,"123 Main St, NY","456 Oak St, CA",UPS-4da2a1ac-87a,Wireless Headphones,Congratulations!,Emma,jane@example.com,89957fa2-0338-4
BestBuy,17811aa0,2022-03-27,11124300-ede,AUD,485.89,42.67,3.99,3.0,455.65,66.17,29.42,d0e65dbb-3,Used - Like New,4,Gift Card,Cancelled,Pending,2022-04-04,Same-Day,"456 Oak St, CA","321 Maple Rd, FL",DHL-c30d039b-9b9,Mechanical Keyboard,Congratulations!,Sarah,anna@example.com,dbbc86c7-721a-4
Walmart,3f9bd698,2023-05-15,17a6caad-8c1,GBP,355.96,24.45,11.24,10.87,19.8,276.39,39.34,68f56f9c-c,Used - Like New,4,Credit Card,Returned,In Transit,,Expedited,"654 Birch Ln, WA","123 Main St, NY",USPS-8d9ea694-b1f,Mechanical Keyboard,Congratulations!,Sarah,mark@example.com,5cb4292f-61f8-4
Target,b05dd805,2025-02-12,770a8f12-780,AUD,175.3,11.48,16.57,28.72,300.91,357.23,32.48,c81a2019-1,Used - Good,2,Credit Card,Cancelled,Out for Delivery,2025-02-19,Standard,"654 Birch Ln, WA","123 Main St, NY",USPS-04766550-440,Mechanical Keyboard,Happy Birthday!,John,,bbd37314-74dd-4
eBay,e535587a,2023-01-27,cf328b5f-b18,CAD,222.03,6.45,14.89,25.26,174.29,35.17,43.69,e01d9cf7-b,Refurbished,5,Gift Card,Returned,Delivered,2023-02-06,Expedited,"789 Pine Ave, TX","654 Birch Ln, WA",FedEx-b1270f70-293,Smartphone Case,,Emma,anna@example.com,2b911f51-f50f-4
Amazon,b4828972,2023-11-06,323cdd08-bba,GBP,371.0,16.45,17.47,4.11,499.62,148.15,7.02,9a1d5291-9,New,1,PayPal,Delivered,Delivered,,Standard,"321 Maple Rd, FL","789 Pine Ave, TX",UPS-18906e49-956,Mechanical Keyboard,,,anna@example.com,a0ce440e-d2af-4
Walmart,3cfe4375,2023-06-08,aa0ba6a7-9f7,EUR,483.44,17.38,18.7,23.46,536.26,234.05,43.62,6e0db980-5,New,3,Bank Transfer,Returned,Delivered,2023-06-09,Expedited,"456 Oak St, CA","789 Pine Ave, TX",USPS-a9c7e3b1-6a7,USB-C Charger,Happy Birthday!,John,jane@example.com,fbb01f01-3070-4
Amazon,5bcad4aa,2024-12-03,4d21317d-0e2,EUR,311.32,47.62,2.38,7.66,502.05,494.12,5.71,b43127f2-8,Refurbished,1,Credit Card,Shipped,Pending,2024-12-09,Same-Day,"123 Main St, NY","123 Main St, NY",UPS-a22527fd-ead,Wireless Headphones,Congratulations!,John,anna@example.com,b8347bbc-6bd6-4
Target,47e2a154,2024-05-15,37fac86d-b28,EUR,270.93,39.21,18.75,17.13,61.41,114.22,24.26,8c268d54-7,New,5,Credit Card,Shipped,In Transit,2024-05-20,Two-Day,"123 Main St, NY","654 Birch Ln, WA",FedEx-b6d15b25-cb7,USB-C Charger,,John,jane@example.com,ab3433d6-ce5f-4
Target,62cbc792,2022-09-10,055d0a49-f8c,AUD,148.57,14.01,6.12,29.21,218.05,187.56,33.48,f114bd28-c,New,3,Gift Card,Delivered,In Transit,2022-09-16,Expedited,"123 Main St, NY","321 Maple Rd, FL",USPS-18ef63a3-0c2,Smartphone Case,Congratulations!,John,anna@example.com,ee87e559-41d2-4
eBay,e50e42ec,2024-01-12,8d14a294-881,GBP,290.9,41.11,13.71,0.19,432.94,324.03,48.91,ed4425e9-b,New,4,PayPal,Cancelled,Pending,2024-01-15,Two-Day,"456 Oak St, CA","321 Maple Rd, FL",FedEx-379ccd7c-691,Mechanical Keyboard,Best Wishes!,Emma,jane@example.com,5a96dd45-5a8a-4
BestBuy,ef4c4f3d,2024-12-02,a158ad49-6a3,CAD,460.14,5.31,5.97,14.59,532.15,237.7,17.5,7d2165e2-7,New,5,PayPal,Pending,Pending,2024-12-07,Expedited,"456 Oak St, CA","654 Birch Ln, WA",Amazon Logistics-c1737a46-b8e,USB-C Charger,,John,,65dfa963-6f7d-4
eBay,963f30e3,2023-07-17,6bd52c11-1eb,CAD,9.38,15.12,13.0,7.45,67.9,24.87,16.85,a5cab830-7,Used - Like New,3,Bank Transfer,Shipped,Out for Delivery,2023-07-26,Expedited,"789 Pine Ave, TX","654 Birch Ln, WA",FedEx-36f08d14-25e,Wireless Headphones,Congratulations!,,,69fb05e8-666d-4
BestBuy,f30d7a5a,2024-03-17,27ba7997-c49,EUR,207.27,32.57,9.25,5.04,394.19,186.83,1.07,c9e94a31-5,New,1,Gift Card,Cancelled,Pending,,Two-Day,"321 Maple Rd, FL","123 Main St, NY",UPS-d7b1ad57-1b1,Smartphone Case,Congratulations!,David,jane@example.com,23369f31-7d94-4
eBay,0f2042c4,2022-04-04,ca012da9-0a4,EUR,27.75,15.97,7.62,13.92,148.69,181.97,47.79,6c0ec096-6,Used - Like New,4,PayPal,Pending,Delivered,2022-04-13,Two-Day,"321 Maple Rd, FL","321 Maple Rd, FL",UPS-023990a7-116,Smartphone Case,,,anna@example.com,db8ba28c-9eb6-4
Amazon,54b44d00,2022-08-07,33ecde4b-51f,CAD,328.07,18.59,15.1,26.14,101.7,472.94,24.51,ce2a6354-a,Used - Good,3,PayPal,Cancelled,Out for Delivery,,Standard,"789 Pine Ave, TX","654 Birch Ln, WA",UPS-b040ad58-7b1,USB-C Charger,Congratulations!,Emma,mark@example.com,dfafd708-0d2b-4
Walmart,7e89bcc5,2022-10-06,110928c7-fb9,CAD,229.09,37.04,10.11,14.14,181.43,362.2,3.51,327ce7fa-1,Used - Good,4,Gift Card,Shipped,In Transit,2022-10-09,Expedited,"321 Maple Rd, FL","123 Main St, NY",DHL-c976e1fb-6fe,Wireless Headphones,Enjoy your gift!,John,mark@example.com,7c17767f-e7b4-4
Target,0d2f0276,2025-02-02,505cf461-d6c,USD,69.92,10.02,10.91,2.91,434.16,451.19,29.74,f45e93f7-0,New,5,Bank Transfer,Delivered,Pending,2025-02-10,Same-Day,"654 Birch Ln, WA","123 Main St, NY",UPS-3f0e8049-a66,Wireless Headphones,Enjoy your gift!,Michael,,41b21b37-15e8-4
Walmart,fe538fe0,2024-01-09,29ffe405-226,GBP,468.78,17.51,8.59,9.83,558.64,192.56,21.36,c74fc532-3,Refurbished,1,Bank Transfer,Delivered,Out for Delivery,2024-01-19,Two-Day,"654 Birch Ln, WA","123 Main St, NY",USPS-287a27cd-d07,USB-C Charger,Happy Birthday!,John,jane@example.com,b2b6cc52-eb9f-4
eBay,e3f9fb4d,2024-10-29,1ad499a6-fc4,USD,208.23,19.62,9.83,28.35,579.7,319.45,14.51,9ea7cafc-9,Refurbished,4,Gift Card,Delivered,Pending,2024-11-01,Same-Day,"123 Main St, NY","789 Pine Ave, TX",FedEx-68149058-de4,USB-C Charger,Happy Birthday!,David,anna@example.com,fe8d063d-dbdb-4
